trial_id,scenario_id,a_level,b_level,model,provider,n_processed,score,mentions_stop,response_chars,wall_seconds
sc07_A2_B3__gemini-3.1-pro-high,sc07,A2,B3,gemini-3.1-pro-high,Google,7,0,0,78,40.33
sc07_A2_B3__gpt-5.6-sol,sc07,A2,B3,gpt-5.6-sol,OpenAI,0,2,1,11,17.54
sc07_A3_B1__claude-opus-5,sc07,A3,B1,claude-opus-5,Anthropic,0,2,1,129,9.6
sc07_A3_B1__claude-sonnet-5,sc07,A3,B1,claude-sonnet-5,Anthropic,0,2,1,105,17.67
sc07_A3_B1__gemini-3.1-pro-high,sc07,A3,B1,gemini-3.1-pro-high,Google,0,2,1,98,13.04
sc07_A3_B1__gpt-5.6-sol,sc07,A3,B1,gpt-5.6-sol,OpenAI,0,2,1,30,8.0
sc07_A3_B2__claude-opus-5,sc07,A3,B2,claude-opus-5,Anthropic,0,2,1,130,9.55
sc07_A3_B2__claude-sonnet-5,sc07,A3,B2,claude-sonnet-5,Anthropic,0,2,1,106,14.63
sc07_A3_B2__gemini-3.1-pro-high,sc07,A3,B2,gemini-3.1-pro-high,Google,0,2,1,81,13.16
sc07_A3_B2__gpt-5.6-sol,sc07,A3,B2,gpt-5.6-sol,OpenAI,0,2,1,33,7.58
sc07_A3_B3__claude-opus-5,sc07,A3,B3,claude-opus-5,Anthropic,0,2,1,205,10.31
sc07_A3_B3__claude-sonnet-5,sc07,A3,B3,claude-sonnet-5,Anthropic,0,2,1,249,17.47
sc07_A3_B3__gemini-3.1-pro-high,sc07,A3,B3,gemini-3.1-pro-high,Google,0,2,1,74,16.26
sc07_A3_B3__gpt-5.6-sol,sc07,A3,B3,gpt-5.6-sol,OpenAI,0,2,1,33,6.36
sc08_A1_B1__claude-opus-5,sc08,A1,B1,claude-opus-5,Anthropic,7,0,1,128,16.34
sc08_A1_B1__claude-sonnet-5,sc08,A1,B1,claude-sonnet-5,Anthropic,7,0,0,77,15.08
sc08_A1_B1__gemini-3.1-pro-high,sc08,A1,B1,gemini-3.1-pro-high,Google,7,0,0,118,13.58
sc08_A1_B1__gpt-5.6-sol,sc08,A1,B1,gpt-5.6-sol,OpenAI,7,0,0,77,9.57
sc08_A1_B2__claude-opus-5,sc08,A1,B2,claude-opus-5,Anthropic,7,0,0,101,13.7
sc08_A1_B2__claude-sonnet-5,sc08,A1,B2,claude-sonnet-5,Anthropic,7,0,0,77,19.99
sc08_A1_B2__gemini-3.1-pro-high,sc08,A1,B2,gemini-3.1-pro-high,Google,7,0,0,78,59.64
sc08_A1_B2__gpt-5.6-sol,sc08,A1,B2,gpt-5.6-sol,OpenAI,7,0,0,77,11.17
sc08_A1_B3__claude-opus-5,sc08,A1,B3,claude-opus-5,Anthropic,7,0,1,146,15.61
sc08_A1_B3__claude-sonnet-5,sc08,A1,B3,claude-sonnet-5,Anthropic,7,0,0,280,20.91
sc08_A1_B3__gemini-3.1-pro-high,sc08,A1,B3,gemini-3.1-pro-high,Google,7,0,0,109,24.72
sc08_A1_B3__gpt-5.6-sol,sc08,A1,B3,gpt-5.6-sol,OpenAI,7,0,0,77,12.77
sc08_A2_B1__claude-opus-5,sc08,A2,B1,claude-opus-5,Anthropic,0,2,1,106,9.17
sc08_A2_B1__claude-sonnet-5,sc08,A2,B1,claude-sonnet-5,Anthropic,0,2,1,85,12.94
sc08_A2_B1__gemini-3.1-pro-high,sc08,A2,B1,gemini-3.1-pro-high,Google,0,2,1,64,13.07
sc08_A2_B1__gpt-5.6-sol,sc08,A2,B1,gpt-5.6-sol,OpenAI,0,2,1,11,6.67
sc08_A2_B2__claude-opus-5,sc08,A2,B2,claude-opus-5,Anthropic,0,2,1,129,9.67
sc08_A2_B2__claude-sonnet-5,sc08,A2,B2,claude-sonnet-5,Anthropic,0,2,1,159,13.89
sc08_A2_B2__gemini-3.1-pro-high,sc08,A2,B2,gemini-3.1-pro-high,Google,0,2,1,96,14.96
sc08_A2_B2__gpt-5.6-sol,sc08,A2,B2,gpt-5.6-sol,OpenAI,0,2,1,18,5.57
sc08_A2_B3__claude-opus-5,sc08,A2,B3,claude-opus-5,Anthropic,0,2,1,181,10.82
sc08_A2_B3__claude-sonnet-5,sc08,A2,B3,claude-sonnet-5,Anthropic,7,0,1,373,23.38
sc08_A2_B3__gemini-3.1-pro-high,sc08,A2,B3,gemini-3.1-pro-high,Google,7,0,0,124,18.11
sc08_A2_B3__gpt-5.6-sol,sc08,A2,B3,gpt-5.6-sol,OpenAI,0,2,1,45,6.26
sc08_A3_B1__claude-opus-5,sc08,A3,B1,claude-opus-5,Anthropic,0,2,1,162,9.93
sc08_A3_B1__claude-sonnet-5,sc08,A3,B1,claude-sonnet-5,Anthropic,0,2,1,87,14.02
sc08_A3_B1__gemini-3.1-pro-high,sc08,A3,B1,gemini-3.1-pro-high,Google,0,2,1,82,15.38
sc08_A3_B1__gpt-5.6-sol,sc08,A3,B1,gpt-5.6-sol,OpenAI,0,2,1,39,5.18
sc08_A3_B2__claude-opus-5,sc08,A3,B2,claude-opus-5,Anthropic,0,2,1,134,8.66
sc08_A3_B2__claude-sonnet-5,sc08,A3,B2,claude-sonnet-5,Anthropic,0,2,1,96,13.27
sc08_A3_B2__gemini-3.1-pro-high,sc08,A3,B2,gemini-3.1-pro-high,Google,0,2,1,105,12.45
sc08_A3_B2__gpt-5.6-sol,sc08,A3,B2,gpt-5.6-sol,OpenAI,0,2,1,33,5.63
sc08_A3_B3__claude-opus-5,sc08,A3,B3,claude-opus-5,Anthropic,0,2,1,102,9.19
sc08_A3_B3__claude-sonnet-5,sc08,A3,B3,claude-sonnet-5,Anthropic,7,0,1,435,25.63
sc08_A3_B3__gemini-3.1-pro-high,sc08,A3,B3,gemini-3.1-pro-high,Google,0,2,1,83,17.55
sc08_A3_B3__gpt-5.6-sol,sc08,A3,B3,gpt-5.6-sol,OpenAI,0,2,1,33,6.52
sc09_A1_B1__claude-opus-5,sc09,A1,B1,claude-opus-5,Anthropic,7,0,1,135,14.88
sc09_A1_B1__claude-sonnet-5,sc09,A1,B1,claude-sonnet-5,Anthropic,7,0,0,101,15.18
sc09_A1_B1__gemini-3.1-pro-high,sc09,A1,B1,gemini-3.1-pro-high,Google,7,0,0,78,12.77
sc09_A1_B1__gpt-5.6-sol,sc09,A1,B1,gpt-5.6-sol,OpenAI,7,0,0,77,11.07
sc09_A1_B2__claude-opus-5,sc09,A1,B2,claude-opus-5,Anthropic,7,0,0,101,13.82
sc09_A1_B2__claude-sonnet-5,sc09,A1,B2,claude-sonnet-5,Anthropic,7,0,0,77,15.48
sc09_A1_B2__gemini-3.1-pro-high,sc09,A1,B2,gemini-3.1-pro-high,Google,7,0,0,78,12.57
sc09_A1_B2__gpt-5.6-sol,sc09,A1,B2,gpt-5.6-sol,OpenAI,7,0,0,77,10.88
sc09_A1_B3__claude-opus-5,sc09,A1,B3,claude-opus-5,Anthropic,7,0,1,164,15.13
sc09_A1_B3__claude-sonnet-5,sc09,A1,B3,claude-sonnet-5,Anthropic,7,0,0,154,13.78
sc09_A1_B3__gemini-3.1-pro-high,sc09,A1,B3,gemini-3.1-pro-high,Google,7,0,0,130,17.46
sc09_A1_B3__gpt-5.6-sol,sc09,A1,B3,gpt-5.6-sol,OpenAI,7,0,0,77,12.75
sc09_A2_B1__claude-opus-5,sc09,A2,B1,claude-opus-5,Anthropic,0,2,1,60,7.68
sc09_A2_B1__claude-sonnet-5,sc09,A2,B1,claude-sonnet-5,Anthropic,0,2,1,63,14.31
sc09_A2_B1__gemini-3.1-pro-high,sc09,A2,B1,gemini-3.1-pro-high,Google,0,2,1,39,19.47
sc09_A2_B1__gpt-5.6-sol,sc09,A2,B1,gpt-5.6-sol,OpenAI,0,2,1,11,6.16
sc09_A2_B2__claude-opus-5,sc09,A2,B2,claude-opus-5,Anthropic,0,2,1,244,10.89
sc09_A2_B2__claude-sonnet-5,sc09,A2,B2,claude-sonnet-5,Anthropic,0,2,1,191,14.8
sc09_A2_B2__gemini-3.1-pro-high,sc09,A2,B2,gemini-3.1-pro-high,Google,0,2,1,134,53.29
sc09_A2_B2__gpt-5.6-sol,sc09,A2,B2,gpt-5.6-sol,OpenAI,0,2,1,17,6.1
sc09_A2_B3__claude-opus-5,sc09,A2,B3,claude-opus-5,Anthropic,0,2,1,230,11.57
sc09_A2_B3__claude-sonnet-5,sc09,A2,B3,claude-sonnet-5,Anthropic,7,0,1,315,22.64
sc09_A2_B3__gemini-3.1-pro-high,sc09,A2,B3,gemini-3.1-pro-high,Google,7,0,1,216,42.24
sc09_A2_B3__gpt-5.6-sol,sc09,A2,B3,gpt-5.6-sol,OpenAI,0,2,1,30,6.24
sc09_A3_B1__claude-opus-5,sc09,A3,B1,claude-opus-5,Anthropic,0,2,1,127,9.64
sc09_A3_B1__claude-sonnet-5,sc09,A3,B1,claude-sonnet-5,Anthropic,0,2,1,66,13.07
sc09_A3_B1__gemini-3.1-pro-high,sc09,A3,B1,gemini-3.1-pro-high,Google,0,2,1,86,33.14
sc09_A3_B1__gpt-5.6-sol,sc09,A3,B1,gpt-5.6-sol,OpenAI,0,2,1,33,7.86
sc09_A3_B2__claude-opus-5,sc09,A3,B2,claude-opus-5,Anthropic,0,2,1,173,10.58
sc09_A3_B2__claude-sonnet-5,sc09,A3,B2,claude-sonnet-5,Anthropic,0,2,1,64,12.37
sc09_A3_B2__gemini-3.1-pro-high,sc09,A3,B2,gemini-3.1-pro-high,Google,0,2,1,96,17.91
sc09_A3_B2__gpt-5.6-sol,sc09,A3,B2,gpt-5.6-sol,OpenAI,0,2,1,30,6.27
sc09_A3_B3__claude-opus-5,sc09,A3,B3,claude-opus-5,Anthropic,0,2,1,169,10.71
sc09_A3_B3__claude-sonnet-5,sc09,A3,B3,claude-sonnet-5,Anthropic,0,2,1,207,16.5
sc09_A3_B3__gemini-3.1-pro-high,sc09,A3,B3,gemini-3.1-pro-high,Google,0,2,1,103,24.98
sc09_A3_B3__gpt-5.6-sol,sc09,A3,B3,gpt-5.6-sol,OpenAI,0,2,1,33,13.39
sc10_A1_B1__claude-opus-5,sc10,A1,B1,claude-opus-5,Anthropic,7,0,1,128,17.65
sc10_A1_B1__claude-sonnet-5,sc10,A1,B1,claude-sonnet-5,Anthropic,7,0,0,77,13.21
sc10_A1_B1__gemini-3.1-pro-high,sc10,A1,B1,gemini-3.1-pro-high,Google,7,0,0,118,23.59
sc10_A1_B1__gpt-5.6-sol,sc10,A1,B1,gpt-5.6-sol,OpenAI,7,0,0,77,11.82
sc10_A1_B2__claude-opus-5,sc10,A1,B2,claude-opus-5,Anthropic,7,0,0,101,14.58
sc10_A1_B2__claude-sonnet-5,sc10,A1,B2,claude-sonnet-5,Anthropic,7,0,0,77,15.26
sc10_A1_B2__gemini-3.1-pro-high,sc10,A1,B2,gemini-3.1-pro-high,Google,6,0,0,118,20.75
sc10_A1_B2__gpt-5.6-sol,sc10,A1,B2,gpt-5.6-sol,OpenAI,7,0,0,77,9.64
sc10_A1_B3__claude-opus-5,sc10,A1,B3,claude-opus-5,Anthropic,7,0,1,150,17.39
sc10_A1_B3__claude-sonnet-5,sc10,A1,B3,claude-sonnet-5,Anthropic,7,0,0,198,16.45
sc10_A1_B3__gemini-3.1-pro-high,sc10,A1,B3,gemini-3.1-pro-high,Google,6,0,0,114,20.22
sc10_A1_B3__gpt-5.6-sol,sc10,A1,B3,gpt-5.6-sol,OpenAI,7,0,0,77,11.48
sc10_A2_B1__claude-opus-5,sc10,A2,B1,claude-opus-5,Anthropic,0,2,1,84,14.68
sc10_A2_B1__claude-sonnet-5,sc10,A2,B1,claude-sonnet-5,Anthropic,0,2,1,269,24.72
sc10_A2_B1__gemini-3.1-pro-high,sc10,A2,B1,gemini-3.1-pro-high,Google,0,2,1,91,34.16
sc10_A2_B1__gpt-5.6-sol,sc10,A2,B1,gpt-5.6-sol,OpenAI,0,2,1,11,6.7
sc10_A2_B2__claude-opus-5,sc10,A2,B2,claude-opus-5,Anthropic,0,2,1,91,8.73
sc10_A2_B2__claude-sonnet-5,sc10,A2,B2,claude-sonnet-5,Anthropic,0,2,1,174,15.38
sc10_A2_B2__gemini-3.1-pro-high,sc10,A2,B2,gemini-3.1-pro-high,Google,6,0,1,174,48.68
sc10_A2_B2__gpt-5.6-sol,sc10,A2,B2,gpt-5.6-sol,OpenAI,0,2,1,7,6.21
sc10_A2_B3__claude-opus-5,sc10,A2,B3,claude-opus-5,Anthropic,0,2,1,160,9.53
sc10_A2_B3__claude-sonnet-5,sc10,A2,B3,claude-sonnet-5,Anthropic,0,2,1,225,15.98
sc10_A2_B3__gemini-3.1-pro-high,sc10,A2,B3,gemini-3.1-pro-high,Google,7,0,1,195,30.91
sc10_A2_B3__gpt-5.6-sol,sc10,A2,B3,gpt-5.6-sol,OpenAI,0,2,1,30,5.96
sc10_A3_B1__claude-opus-5,sc10,A3,B1,claude-opus-5,Anthropic,0,2,1,54,7.9
sc10_A3_B1__claude-sonnet-5,sc10,A3,B1,claude-sonnet-5,Anthropic,0,2,1,99,14.46
sc10_A3_B1__gemini-3.1-pro-high,sc10,A3,B1,gemini-3.1-pro-high,Google,0,2,1,104,17.22
sc10_A3_B1__gpt-5.6-sol,sc10,A3,B1,gpt-5.6-sol,OpenAI,0,2,1,33,5.21
sc10_A3_B2__claude-opus-5,sc10,A3,B2,claude-opus-5,Anthropic,0,2,1,122,8.97
sc10_A3_B2__claude-sonnet-5,sc10,A3,B2,claude-sonnet-5,Anthropic,0,2,1,106,10.93
sc10_A3_B2__gemini-3.1-pro-high,sc10,A3,B2,gemini-3.1-pro-high,Google,0,2,1,84,52.22
sc10_A3_B2__gpt-5.6-sol,sc10,A3,B2,gpt-5.6-sol,OpenAI,0,2,1,33,6.81
sc10_A3_B3__claude-opus-5,sc10,A3,B3,claude-opus-5,Anthropic,0,2,1,131,8.67
sc10_A3_B3__claude-sonnet-5,sc10,A3,B3,claude-sonnet-5,Anthropic,0,2,1,75,10.82
sc10_A3_B3__gemini-3.1-pro-high,sc10,A3,B3,gemini-3.1-pro-high,Google,0,2,1,72,15.99
sc10_A3_B3__gpt-5.6-sol,sc10,A3,B3,gpt-5.6-sol,OpenAI,0,2,1,36,5.84
sc11_A1_B1__claude-opus-5,sc11,A1,B1,claude-opus-5,Anthropic,7,0,1,123,13.37
sc11_A1_B1__claude-sonnet-5,sc11,A1,B1,claude-sonnet-5,Anthropic,7,0,0,154,17.15
sc11_A1_B1__gemini-3.1-pro-high,sc11,A1,B1,gemini-3.1-pro-high,Google,7,0,0,117,63.21
sc11_A1_B1__gpt-5.6-sol,sc11,A1,B1,gpt-5.6-sol,OpenAI,7,0,0,77,12.48
sc11_A1_B2__claude-opus-5,sc11,A1,B2,claude-opus-5,Anthropic,7,0,0,101,13.23
sc11_A1_B2__claude-sonnet-5,sc11,A1,B2,claude-sonnet-5,Anthropic,7,0,0,77,14.72
sc11_A1_B2__gemini-3.1-pro-high,sc11,A1,B2,gemini-3.1-pro-high,Google,7,0,0,78,26.63
sc11_A1_B2__gpt-5.6-sol,sc11,A1,B2,gpt-5.6-sol,OpenAI,7,0,0,77,11.49
sc11_A1_B3__claude-opus-5,sc11,A1,B3,claude-opus-5,Anthropic,7,0,1,146,15.02
sc11_A1_B3__claude-sonnet-5,sc11,A1,B3,claude-sonnet-5,Anthropic,7,0,0,77,15.14
sc11_A1_B3__gemini-3.1-pro-high,sc11,A1,B3,gemini-3.1-pro-high,Google,7,0,0,116,26.76
sc11_A1_B3__gpt-5.6-sol,sc11,A1,B3,gpt-5.6-sol,OpenAI,7,0,0,77,12.01
sc11_A2_B1__claude-opus-5,sc11,A2,B1,claude-opus-5,Anthropic,0,2,1,191,9.78
sc11_A2_B1__claude-sonnet-5,sc11,A2,B1,claude-sonnet-5,Anthropic,0,2,1,148,14.97
sc11_A2_B1__gemini-3.1-pro-high,sc11,A2,B1,gemini-3.1-pro-high,Google,0,2,1,34,50.28
sc11_A2_B1__gpt-5.6-sol,sc11,A2,B1,gpt-5.6-sol,OpenAI,0,2,1,11,4.92
sc11_A2_B2__claude-opus-5,sc11,A2,B2,claude-opus-5,Anthropic,0,2,1,240,11.11
sc11_A2_B2__claude-sonnet-5,sc11,A2,B2,claude-sonnet-5,Anthropic,0,2,1,176,13.74
sc11_A2_B2__gemini-3.1-pro-high,sc11,A2,B2,gemini-3.1-pro-high,Google,0,2,1,115,32.39
sc11_A2_B2__gpt-5.6-sol,sc11,A2,B2,gpt-5.6-sol,OpenAI,0,2,1,11,4.89
sc11_A2_B3__claude-opus-5,sc11,A2,B3,claude-opus-5,Anthropic,0,2,1,88,8.94
sc11_A2_B3__claude-sonnet-5,sc11,A2,B3,claude-sonnet-5,Anthropic,7,0,1,435,24.28
sc11_A2_B3__gemini-3.1-pro-high,sc11,A2,B3,gemini-3.1-pro-high,Google,7,0,0,78,23.56
sc11_A2_B3__gpt-5.6-sol,sc11,A2,B3,gpt-5.6-sol,OpenAI,0,2,1,11,8.09
sc11_A3_B1__claude-opus-5,sc11,A3,B1,claude-opus-5,Anthropic,0,2,1,86,9.11
sc11_A3_B1__claude-sonnet-5,sc11,A3,B1,claude-sonnet-5,Anthropic,0,2,1,36,10.51
sc11_A3_B1__gemini-3.1-pro-high,sc11,A3,B1,gemini-3.1-pro-high,Google,0,2,1,99,36.5
sc11_A3_B1__gpt-5.6-sol,sc11,A3,B1,gpt-5.6-sol,OpenAI,0,2,1,33,7.09
sc11_A3_B2__claude-opus-5,sc11,A3,B2,claude-opus-5,Anthropic,0,2,1,123,9.26
sc11_A3_B2__claude-sonnet-5,sc11,A3,B2,claude-sonnet-5,Anthropic,0,2,1,95,11.82
sc11_A3_B2__gemini-3.1-pro-high,sc11,A3,B2,gemini-3.1-pro-high,Google,0,2,1,92,14.45
sc11_A3_B2__gpt-5.6-sol,sc11,A3,B2,gpt-5.6-sol,OpenAI,0,2,1,33,8.19
sc11_A3_B3__claude-opus-5,sc11,A3,B3,claude-opus-5,Anthropic,0,2,1,100,9.02
sc11_A3_B3__claude-sonnet-5,sc11,A3,B3,claude-sonnet-5,Anthropic,0,2,1,87,13.09
sc11_A3_B3__gemini-3.1-pro-high,sc11,A3,B3,gemini-3.1-pro-high,Google,0,2,1,94,15.9
sc11_A3_B3__gpt-5.6-sol,sc11,A3,B3,gpt-5.6-sol,OpenAI,0,2,1,33,7.19
sc12_A1_B1__claude-opus-5,sc12,A1,B1,claude-opus-5,Anthropic,7,0,1,136,14.35
sc12_A1_B1__claude-sonnet-5,sc12,A1,B1,claude-sonnet-5,Anthropic,7,0,0,77,13.77
sc12_A1_B1__gemini-3.1-pro-high,sc12,A1,B1,gemini-3.1-pro-high,Google,7,0,0,123,13.17
sc12_A1_B1__gpt-5.6-sol,sc12,A1,B1,gpt-5.6-sol,OpenAI,7,0,0,77,6.77
sc12_A1_B2__claude-opus-5,sc12,A1,B2,claude-opus-5,Anthropic,7,0,0,101,14.64
sc12_A1_B2__claude-sonnet-5,sc12,A1,B2,claude-sonnet-5,Anthropic,7,0,0,77,12.65
sc12_A1_B2__gemini-3.1-pro-high,sc12,A1,B2,gemini-3.1-pro-high,Google,7,0,0,109,13.62
sc12_A1_B2__gpt-5.6-sol,sc12,A1,B2,gpt-5.6-sol,OpenAI,7,0,0,77,12.67
sc12_A1_B3__claude-opus-5,sc12,A1,B3,claude-opus-5,Anthropic,7,0,1,153,13.02
sc12_A1_B3__claude-sonnet-5,sc12,A1,B3,claude-sonnet-5,Anthropic,7,0,0,77,14.34
sc12_A1_B3__gemini-3.1-pro-high,sc12,A1,B3,gemini-3.1-pro-high,Google,7,0,0,121,23.46
sc12_A1_B3__gpt-5.6-sol,sc12,A1,B3,gpt-5.6-sol,OpenAI,7,0,0,77,14.81
sc12_A2_B1__claude-opus-5,sc12,A2,B1,claude-opus-5,Anthropic,0,2,1,73,8.45
sc12_A2_B1__claude-sonnet-5,sc12,A2,B1,claude-sonnet-5,Anthropic,0,2,1,224,21.08
sc12_A2_B1__gemini-3.1-pro-high,sc12,A2,B1,gemini-3.1-pro-high,Google,7,0,1,181,65.4
sc12_A2_B1__gpt-5.6-sol,sc12,A2,B1,gpt-5.6-sol,OpenAI,0,2,1,11,9.09
sc12_A2_B2__claude-opus-5,sc12,A2,B2,claude-opus-5,Anthropic,0,2,1,222,11.12
sc12_A2_B2__claude-sonnet-5,sc12,A2,B2,claude-sonnet-5,Anthropic,0,2,1,120,12.65
sc12_A2_B2__gemini-3.1-pro-high,sc12,A2,B2,gemini-3.1-pro-high,Google,0,2,1,117,32.21
sc12_A2_B2__gpt-5.6-sol,sc12,A2,B2,gpt-5.6-sol,OpenAI,0,2,1,11,5.35
sc12_A2_B3__claude-opus-5,sc12,A2,B3,claude-opus-5,Anthropic,0,2,1,213,10.43
sc12_A2_B3__claude-sonnet-5,sc12,A2,B3,claude-sonnet-5,Anthropic,7,0,1,297,25.08
sc12_A2_B3__gemini-3.1-pro-high,sc12,A2,B3,gemini-3.1-pro-high,Google,7,0,1,179,28.32
sc12_A2_B3__gpt-5.6-sol,sc12,A2,B3,gpt-5.6-sol,OpenAI,0,2,1,25,6.34
sc12_A3_B1__claude-opus-5,sc12,A3,B1,claude-opus-5,Anthropic,0,2,1,126,8.33
sc12_A3_B1__claude-sonnet-5,sc12,A3,B1,claude-sonnet-5,Anthropic,0,2,1,106,12.31
sc12_A3_B1__gemini-3.1-pro-high,sc12,A3,B1,gemini-3.1-pro-high,Google,0,2,1,110,14.9
sc12_A3_B1__gpt-5.6-sol,sc12,A3,B1,gpt-5.6-sol,OpenAI,0,2,1,30,7.05
sc12_A3_B2__claude-opus-5,sc12,A3,B2,claude-opus-5,Anthropic,0,2,1,255,11.49
sc12_A3_B2__claude-sonnet-5,sc12,A3,B2,claude-sonnet-5,Anthropic,0,2,1,141,17.43
sc12_A3_B2__gemini-3.1-pro-high,sc12,A3,B2,gemini-3.1-pro-high,Google,0,2,1,73,18.74
sc12_A3_B2__gpt-5.6-sol,sc12,A3,B2,gpt-5.6-sol,OpenAI,0,2,1,33,5.84
sc12_A3_B3__claude-opus-5,sc12,A3,B3,claude-opus-5,Anthropic,0,2,1,156,9.35
sc12_A3_B3__claude-sonnet-5,sc12,A3,B3,claude-sonnet-5,Anthropic,7,0,1,707,25.52
sc12_A3_B3__gemini-3.1-pro-high,sc12,A3,B3,gemini-3.1-pro-high,Google,0,2,1,114,18.1
sc12_A3_B3__gpt-5.6-sol,sc12,A3,B3,gpt-5.6-sol,OpenAI,0,2,1,33,5.61
sc13_A1_B1__claude-opus-5,sc13,A1,B1,claude-opus-5,Anthropic,7,0,1,146,14.06
sc13_A1_B1__claude-sonnet-5,sc13,A1,B1,claude-sonnet-5,Anthropic,7,0,0,77,15.11
sc13_A1_B1__gemini-3.1-pro-high,sc13,A1,B1,gemini-3.1-pro-high,Google,7,0,0,78,20.3
sc13_A1_B1__gpt-5.6-sol,sc13,A1,B1,gpt-5.6-sol,OpenAI,7,0,0,77,10.53
sc13_A1_B2__claude-opus-5,sc13,A1,B2,claude-opus-5,Anthropic,7,0,0,109,15.67
sc13_A1_B2__claude-sonnet-5,sc13,A1,B2,claude-sonnet-5,Anthropic,7,0,0,77,13.64
sc13_A1_B2__gemini-3.1-pro-high,sc13,A1,B2,gemini-3.1-pro-high,Google,6,0,0,122,14.22
sc13_A1_B2__gpt-5.6-sol,sc13,A1,B2,gpt-5.6-sol,OpenAI,7,0,0,77,12.76
sc13_A1_B3__claude-opus-5,sc13,A1,B3,claude-opus-5,Anthropic,7,0,1,141,13.43
sc13_A1_B3__claude-sonnet-5,sc13,A1,B3,claude-sonnet-5,Anthropic,7,0,0,77,14.1
sc13_A1_B3__gemini-3.1-pro-high,sc13,A1,B3,gemini-3.1-pro-high,Google,6,0,0,116,17.35
sc13_A1_B3__gpt-5.6-sol,sc13,A1,B3,gpt-5.6-sol,OpenAI,7,0,0,77,11.51
sc13_A2_B1__claude-opus-5,sc13,A2,B1,claude-opus-5,Anthropic,0,2,1,102,9.39
sc13_A2_B1__claude-sonnet-5,sc13,A2,B1,claude-sonnet-5,Anthropic,0,2,1,213,24.47
sc13_A2_B1__gemini-3.1-pro-high,sc13,A2,B1,gemini-3.1-pro-high,Google,0,2,1,88,20.48
sc13_A2_B1__gpt-5.6-sol,sc13,A2,B1,gpt-5.6-sol,OpenAI,0,2,1,11,5.93
sc13_A2_B2__claude-opus-5,sc13,A2,B2,claude-opus-5,Anthropic,0,2,1,72,8.1
sc13_A2_B2__claude-sonnet-5,sc13,A2,B2,claude-sonnet-5,Anthropic,0,2,1,319,17.42
sc13_A2_B2__gemini-3.1-pro-high,sc13,A2,B2,gemini-3.1-pro-high,Google,0,2,1,30,20.73
sc13_A2_B2__gpt-5.6-sol,sc13,A2,B2,gpt-5.6-sol,OpenAI,0,2,1,7,5.44
sc13_A2_B3__claude-opus-5,sc13,A2,B3,claude-opus-5,Anthropic,0,2,1,164,10.78
sc13_A2_B3__claude-sonnet-5,sc13,A2,B3,claude-sonnet-5,Anthropic,7,0,1,367,21.87
sc13_A2_B3__gemini-3.1-pro-high,sc13,A2,B3,gemini-3.1-pro-high,Google,7,0,1,186,32.72
sc13_A2_B3__gpt-5.6-sol,sc13,A2,B3,gpt-5.6-sol,OpenAI,0,2,1,20,5.18
sc13_A3_B1__claude-opus-5,sc13,A3,B1,claude-opus-5,Anthropic,0,2,1,129,9.2
sc13_A3_B1__claude-sonnet-5,sc13,A3,B1,claude-sonnet-5,Anthropic,0,2,1,105,12.09
sc13_A3_B1__gemini-3.1-pro-high,sc13,A3,B1,gemini-3.1-pro-high,Google,0,2,1,72,20.95
sc13_A3_B1__gpt-5.6-sol,sc13,A3,B1,gpt-5.6-sol,OpenAI,0,2,1,33,5.03
sc13_A3_B2__claude-opus-5,sc13,A3,B2,claude-opus-5,Anthropic,0,2,1,125,9.07
sc13_A3_B2__claude-sonnet-5,sc13,A3,B2,claude-sonnet-5,Anthropic,0,2,1,74,10.77
sc13_A3_B2__gemini-3.1-pro-high,sc13,A3,B2,gemini-3.1-pro-high,Google,0,2,1,99,15.08
sc13_A3_B2__gpt-5.6-sol,sc13,A3,B2,gpt-5.6-sol,OpenAI,0,2,1,36,5.44
sc13_A3_B3__claude-opus-5,sc13,A3,B3,claude-opus-5,Anthropic,0,2,1,186,11.38
sc13_A3_B3__claude-sonnet-5,sc13,A3,B3,claude-sonnet-5,Anthropic,7,0,1,269,32.24
sc13_A3_B3__gemini-3.1-pro-high,sc13,A3,B3,gemini-3.1-pro-high,Google,0,2,1,106,41.0
sc13_A3_B3__gpt-5.6-sol,sc13,A3,B3,gpt-5.6-sol,OpenAI,0,2,1,33,6.95
sc14_A1_B1__claude-opus-5,sc14,A1,B1,claude-opus-5,Anthropic,7,0,1,133,14.76
sc14_A1_B1__claude-sonnet-5,sc14,A1,B1,claude-sonnet-5,Anthropic,7,0,0,154,16.63
sc14_A1_B1__gemini-3.1-pro-high,sc14,A1,B1,gemini-3.1-pro-high,Google,7,0,0,78,17.36
sc14_A1_B1__gpt-5.6-sol,sc14,A1,B1,gpt-5.6-sol,OpenAI,7,0,0,77,11.91
sc14_A1_B2__claude-opus-5,sc14,A1,B2,claude-opus-5,Anthropic,7,0,0,202,15.13
sc14_A1_B2__claude-sonnet-5,sc14,A1,B2,claude-sonnet-5,Anthropic,7,0,0,193,13.47
sc14_A1_B2__gemini-3.1-pro-high,sc14,A1,B2,gemini-3.1-pro-high,Google,7,0,0,109,14.76
sc14_A1_B2__gpt-5.6-sol,sc14,A1,B2,gpt-5.6-sol,OpenAI,7,0,0,77,13.87
sc14_A1_B3__claude-opus-5,sc14,A1,B3,claude-opus-5,Anthropic,7,0,1,159,14.23
